form	lemma	POS	morph
རྟ་	རྟ་	NOUN
འི་	འི་	ADP
དུའིབསྐུ་		NON_WORD
སམཐའི་		NON_WORD
		
		
		
ཟུར་	ཟུར་	NOUN
།		PUNCT
༷ལྟ་		NON_WORD
།།		PUNCT
རྟགས་	རྟགས་	NOUN
རགས་	རགས་	VERB
རྣམ་གཞག་	རྣམ་གཞག་	NOUN
རྒྱས་པ་	རྒྱས་པ་	VERB
༄		PUNCT
ཕངརིགས་		NON_WORD
ལམ་	གམ་	PART
བློ་གྲོས་	བློ་གྲོས་	NOUN
མིག་	མིག་	NOUN
འབྱེད་	འབྱེད་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	སོ་	PART
།།		PUNCT
		
སྡུ་	སྡུ་	NO_POS
ཞི༵༵༵༷༷༵༵༵༵༵༵༵་		NON_WORD
།		PUNCT
ཨབྱསྨོ༷༷༷༷ཙྭ་		NON_WORD
།		PUNCT
རྡོ༷༷༷༷༷་		NON_WORD
		
		
།		PUNCT
སྦྱིཀཱ་		NON_WORD
ཀཱ་	ཀཱ་	NO_POS
།		PUNCT
༵་		NON_WORD
།		PUNCT
		
།		PUNCT
		
མྱོདཀར་		NON_WORD
ཆགཨང་		NON_WORD
།		PUNCT
གཞུང་	གཞུང་	NOUN
ཚན་	ཚན་	NOUN
།		PUNCT
		
ག་	ག་	PRON
གྲངས་	གྲངས་	NOUN
།		PUNCT
		
གླེང་	གླེང་	NO_POS
བསྒོ་	བསྒོ་	NO_POS
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
།		PUNCT
		
		
རྟགས་	རྟགས་	NOUN
སྦྱོང་	སྦྱོང་	VERB
སྤྱི་		
བསྟན་པ་	བསྟན་པ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
རང་ལུགས་	རང་ལུགས་	NOUN
ཀྱི་	གི་	PART
འདོད་ཚུལ་	འདོད་ཚུལ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
འབྲས་	འབྲས་	NOUN
རྟགས་	རྟགས་	NOUN
ཡང་དག་	ཡང་དག་	ADJ
		
ལྟརང་		NON_WORD
བཞིན་	བཞིན་	NOUN
རྟགས་	རྟགས་	NOUN
ཡང་དག་	ཡང་དག་	ADJ
		
ཅམ་	ཅམ་	NO_POS
དམིགས་པ་	དམིགས་པ་	VERB
འི་	གི་	PART
རྟགས་	རྟགས་	NOUN
སྤྱི་		
བསྟན་པ་	བསྟན་པ་	VERB
། ་་་་་་་		PUNCT
		
ཅ་	ཅ་	OTHER
		
མི་	མི་	PART
སྣང་	སྣང་	VERB
མ་	མ་	PART
དམིགས་པ་	དམིགས་པ་	VERB
འི་	གི་	PART
རྟགས་	རྟགས་	NOUN
། ་་་་་་་་་་་་་་་་་		PUNCT
		
།		PUNCT
སྣང་	སྣང་	VERB
རུང་	རུང་	SCONJ
མ་	མ་	PART
དམིགས་པ་	དམིགས་པ་	VERB
འི་	གི་	PART
རྟགས་	རྟགས་	NOUN
། ་་་་་་་་་་་་་་		PUNCT
		
ཁྱའཕྲོས་		NON_WORD
རྤཱ་		NON_WORD
དངོ་	དངོ་	NOUN
སྟོབས་	སྟོབས་	NOUN
སོཌ་		NON_WORD
ཀྱི་	གི་	PART
རྟགས་	རྟགས་	NOUN
། ་་་་		PUNCT
		
ཆུ་	ཆུ་	NOUN
		
༷རྟགས་		NON_WORD
ལྟ་	ལྟ་	OTHER
སྣང་	སྣང་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
སྒྲུབ་	སྒྲུབ་	VERB
ངག་	ངག་	NOUN
ཡང་དག་	ཡང་དག་	ADJ
ལྟ་	ལྟ་	NOUN
		
སྒྲུབ་	སྒྲུབ་	VERB
ངག་	ངག་	NOUN
ལྟ་	ལྟ་	OTHER
སྣང་	སྣང་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
།		PUNCT
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
ཆགཨང་		NON_WORD
།		PUNCT
གཞུང་	གཞུང་	NOUN
ཚན་	ཚན་	NOUN
།		PUNCT
		
ག་	ག་	PRON
གྲངས་	གྲངས་	NOUN
།		PUNCT
		
རྟགས་སྦྱོར་	རྟགས་སྦྱོར་	NO_POS
གྱི་	གི་	PART
དགོས་པ་	དགོས་པ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་ །		PUNCT
༷་		NON_WORD
		
ཚུལ་	ཚུལ་	NOUN
གསུམ་	གསུམ་	NUM
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
ཏུ་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
། ་་་་་་་་་་་་་་་་་ །		PUNCT
ཅ་	ཅ་	OTHER
		
ཕྱོགས་ཆོས་	ཕྱོགས་ཆོས་	NOUN
བཤད་པ་	བཤད་པ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
གྱི་	གི་	PART
		
རྗེས་ཁྱབ་	རྗེས་ཁྱབ་	NO_POS
བཤད་པ་	བཤད་པ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
ལྗོག་		NON_WORD
ཁྱབ་	ཁྱབ་	VERB
བཤད་པ་	བཤད་པ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
།		PUNCT
རྣམ་འགྲེལ་	རྣམ་འགྲེལ་	PROPN
གྱི་	གི་	PART
གཞུང་	གཞུང་	NOUN
ལ་	ལ་	ADP
འཇུག་	འཇུག་	VERB
ཚུལ་	ཚུལ་	NOUN
། ་་་་་་་་		PUNCT
		
ཁུ་	ཁུ་	PROPN
		
ཆུམཚན་		NON_WORD
དོནེ་		NON_WORD
བཤད་པ་	བཤད་པ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
ཆུ་	ཆུ་	NOUN
		
འགྱུར་ཕྱག་	འགྱུར་ཕྱག་	NO_POS
བཤད་པ་	བཤད་པ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
གཞུང་དོན་	གཞུང་དོན་	NOUN
བཤད་པ་	བཤད་པ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
ཚིག་	ཚིག་	NOUN
དོནི་		NON_WORD
བཤད་པ་	བཤད་པ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
མཐའ་	མཐའ་	NOUN
དཔྱད་པ་	དཔྱད་པ་	VERB
། ་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་་		PUNCT
		
།		PUNCT
		
དཔའ་		
བྱང་	བྱང་	NOUN
སྨོ་		NON_WORD
ཚིག་	ཚིག་	NOUN
		
།		PUNCT
གླེང་	གླེང་	NO_POS
བང་	བང་	NOUN
།		PUNCT
སྒྱུསེར་		NON_WORD
སྨད་	སྨད་	NOUN
ཐོས་བསམ་	ཐོས་བསམ་	NOUN
ནོར་	ནོར་	NOUN
གླིང་	གླིང་	NOUN
གྲྭ་	གྲྭ་	NOUN
ཚང་	ཚང་	VERB
གི་	གི་	PART
དཔེ་མཛོད་	དཔེ་མཛོད་	OTHER
ཁང་	ཁང་	NOUN
ན་	ནས་	PART
།་		PUNCT
རང་	རང་	PRON
རེ་	རེ་	DET
གངས་ཅན་	གངས་ཅན་	ADJ
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
ཐུན་མོང་	ཐུན་མོང་	ADJ
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
དང་	དང་	NO_POS
རིག་གཞུང་	རིག་གཞུང་	OTHER
མི་	མི་	PART
ཉམས་	ཉམས་	NOUN
རྒྱུན་	རྒྱུན་	NOUN
འཛིན་	འཛིན་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཉམས་པ་	ཉམས་པ་	VERB
སླ་	སླ་	ADV
གསེའི་		NON_WORD
ཐབས་ལམ་	ཐབས་ལམ་	NOUN
བེཐོང་		NON_WORD
འཕེལ་	འཕེལ་	VERB
དུ་	ལ་	PART
གཏེ་	གཏེ་	NO_POS
ང་བ་	ང་བ་	PRON
འི་	གི་	PART
འགན་	འགན་	NO_POS
འཁུར་	འཁུར་	NO_POS
རྐང་	རྐང་	NOUN
འཛིན་	འཛིན་	VERB
འོག་	འོག་	NOUN
གྲྭ་	གྲྭ་	NOUN
ཚང་	ཚང་	VERB
འདི་ཉིད་	འདི་ཉིད་	OTHER
ཀྱི་	གི་	PART
ཡིག་ཆ་	ཡིག་ཆ་	OTHER
གཙོ་	གཙོ་	NOUN
ས་	གིས་	PART
རི་	རི་	NOUN
མེད་	མེད་	VERB
གསུངས་	གསུངས་	VERB
རབ་	རབ་	ADV
སྣ་	སྣ་	NOUN
ཆོརགས་		NON_WORD
མུ་མཐུད་	མུ་མཐུད་	OTHER
དཔའ་		
འགྲེམས་	འགྲེམས་	NO_POS
ཞུ་	ཞུ་	VERB
མུ་		
ཡིན་ཡང་	ཡིན་ཡང་	NO_POS
་།་		PUNCT
དེང་གི་ཆ་	དེང་གི་ཆ་	NO_POS
ར་	ལ་	PART
གྲྭ་	གྲྭ་	NOUN
ཚང་	ཚང་	VERB
འདི་ཉིད་	འདི་ཉིད་	OTHER
ཕྱི་	ཕྱི་	NOUN
ནང་	ནང་	NOUN
གང་ཅི་	གང་ཅི་	NO_POS
ར་	ལ་	PART
ཡ་	ཡ་	OTHER
རྒྱ་	རྒྱ་	VERB
ཆེ་	ཆེ་	VERB
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
ཕྱིན་	ཕྱིན་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཟོ་	ཟོ་	VERB
བསམ་	བསམ་	NOUN
སློབ་གཉེར་བ་	སློབ་གཉེར་བ་	NOUN
འང་	ཀྱང་	PART
ལོ་	ལོ་	NOUN
རེ་	རེ་	DET
བཞིན་	བཞིན་	NOUN
ཇེ་	ཇེ་	OTHER
མང་	མང་	VERB
དུ་	ལ་	PART
འ༷རྨེ་		NON_WORD
བཞིན་པ་	བཞིན་པ་	NOUN
ར་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
།		PUNCT
གྲྭ་	གྲྭ་	NOUN
ཚང་	ཚང་	VERB
གི་	གི་	PART
ཡིག་ཆ་	ཡིག་ཆ་	NOUN
དཀོན་	དཀོན་	NO_POS
སྟབས་	སྟབས་	NOUN
ཀྱིས་	གིས་	PART
།		PUNCT
སེ་	སེ་	NO_POS
ར་	ལ་	PART
སྨད་	སྨད་	NOUN
དཔེ་མཛོད་	དཔེ་མཛོད་	OTHER
ཁང་	ཁང་	NOUN
གི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱེད་	བྱེད་	VERB
ཐུན་མོང་	ཐུན་མོང་	ADJ
ན་	ནས་	PART
བློ་གསལ་	བློ་གསལ་	OTHER
དོན་གཉེར་	དོན་གཉེར་	NOUN
ཅན་	ཅན་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
འི་	གི་	PART
རྒྱུན་མཁོ་	རྒྱུན་མཁོ་	OTHER
འི་	གི་	PART
དཔེ་	དཔེ་	NOUN
རྒྱུན་	རྒྱུན་	NOUN
དཀོན་པ་	དཀོན་པ་	NO_POS
འི་	གི་	PART
དཀའ་ངལ་	དཀའ་ངལ་	OTHER
སེལ་	སེལ་	VERB
ཕྱི་	ཕྱི་	OTHER
དང་	དང་	NO_POS
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
རེ་	རེ་	DET
		
གླེང་བརྗོད་	གླེང་བརྗོད་	OTHER
།		PUNCT
སྐོང་	སྐོང་	NO_POS
ཆེད་	ཆེད་	NOUN
།		PUNCT
ལོ་	ལོ་	NOUN
རེ་	རེ་	DET
བཞིན་	བཞིན་	NOUN
ཕྱག་དཔེ་	ཕྱག་དཔེ་	NOUN
དེབ་	དེབ་	NOUN
གྲངས་	གྲངས་	NOUN
ལྔ་	ལྔ་	NUM
ལས་མི་	ལས་མི་	NOUN
ཉུང་བ་	ཉུང་བ་	VERB
དཔའ་		
འགྲེམས་	འགྲེམས་	NO_POS
ཞུ་	ཞུ་	VERB
རྒྱུ་	རྒྱུ་	NOUN
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
རྦེ་		NON_WORD
		
ས་	ས་	ADP
གཅིག་མཐུན་	གཅིག་མཐུན་	OTHER
གྱི་	གི་	PART
འཆར་	འཆར་	NO_POS
འབོདེ་		NON_WORD
ཞེ་	ཞེ་	PART
ཕུགས་	ཕུགས་	VERB
སུ་	སུ་	ADP
བཅངས་	བཅངས་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
གྲྭ་	གྲྭ་	NOUN
ཚང་	ཚང་	VERB
གི་	གི་	PART
ཡིག་ཆ་	ཡིག་ཆ་	NOUN
ཁག་	ཁག་	NOUN
ལ་	ལ་	ADP
དཔའ་		
བསྐྲུན་	བསྐྲུན་	NO_POS
མཐུན་འགྱུར་	མཐུན་འགྱུར་	ADJ
གྱི་	གི་	PART
སྦྱིན་བདག་	སྦྱིན་བདག་	NOUN
མདོ་	མདོ་	NOUN
མེད་	མེད་	VERB
ལ་མ་	ལ་མ་	NO_POS
ལྟོས་པ་	ལྟོས་པ་	VERB
ར་	ལ་	PART
།་		PUNCT
རང་	རང་	PRON
རེ་	རེ་	DET
འི་	གི་	PART
སློབོ་		NON_WORD
གཉེར་བ་	གཉེར་བ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ཕྱག་དཔེ་	ཕྱག་དཔེ་	NOUN
འི་	གི་	PART
མ་གནས་	མ་གནས་	NO_POS
ཕྱེད་	ཕྱེད་	NUM
ཆག་	ཆག་	VERB
སོག་	སོག་	VERB
བླུ་	བླུ་	NO_POS
ཡོནི་		NON_WORD
འབུལ་	འབུལ་	NO_POS
རྒྱུ་	རྒྱུ་	NOUN
གཏན་	གཏན་	NOUN
འཁེལ་	འཁེལ་	NO_POS
དང་	དང་	NO_POS
འབྲེལ་	འབྲེལ་	VERB
།		PUNCT
ལྷག་བསམ་	ལྷག་བསམ་	NOUN
དང་ལེན་	དང་ལེན་	NO_POS
གྱིས་	གིས་	PART
དམིགས་ཡུལ་	དམིགས་ཡུལ་	NOUN
དམིགས་	དམིགས་	VERB
གཏོང་	གཏོང་	VERB
ཞུ་	ཞུ་	VERB
རྒྱུ་	རྒྱུ་	NOUN
འི་	གི་	PART
ཆེད་	ཆེད་	NOUN
།		PUNCT
ད་ལམ་	ད་ལམ་	NO_POS
གནས་	གནས་	NOUN
ལྔ་རིག་པ་	ལྔ་རིག་པ་	OTHER
འི་	གི་	PART
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
ཅོ་ནེ་	ཅོ་ནེ་	OTHER
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
གྲགས་པ་	གྲགས་པ་	VERB
བཤད་སྒྲུབ་	བཤད་སྒྲུབ་	NOUN
ཀྱིས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
རྟགས་རིགས་	རྟགས་རིགས་	OTHER
ཀྱི་	གི་	PART
རྣམ་གཞག་	རྣམ་གཞག་	NOUN
རྒྱས་པ་	རྒྱས་པ་	VERB
རིགས་ལམ་	རིགས་ལམ་	OTHER
༔		PUNCT
སྣ་	སྣ་	NOUN
༷ཐོས་		NON_WORD
མིག་	མིག་	NOUN
འབྱེད་	འབྱེད་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
དེབ་	དེབ་	NOUN
གྲངས་	གྲངས་	NOUN
		
༷༷༷དཔར་		NON_WORD
བསྐྲུན་	བསྐྲུན་	NO_POS
ཞུ་	ཞུ་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
ཕྱག་དཔེ་	ཕྱག་དཔེ་	NOUN
འདི་	འདི་	DET
འི་	གི་	PART
དཔའ་		
བཞི་	བཞི་	NUM
ཡང་	ཀྱང་	PART
འདི་ག་	འདི་ག་	NO_POS
འི་	གི་	PART
ཤམ་	ཤམ་	NO_POS
པུ་	པུ་	NO_POS
ཊར་		NON_WORD
འཕྲུལ་འཁོར་	འཕྲུལ་འཁོར་	NOUN
ནང་	ནང་	NOUN
གས་	གསའ་	NO_POS
ར་	ལ་	PART
བཅུགས་		NON_WORD
ཐོག་	ཐོག་	NOUN
དཔའ་		
དུ་	ལ་	PART
བསྐྲུན་པ་	བསྐྲུན་པ་	VERB
འི་	གི་	PART
དགེ་རྩ་	དགེ་རྩ་	OTHER
རླབས་པོ་ཆེ་	རླབས་པོ་ཆེ་	OTHER
འདི་དག་	འདི་དག་	NO_POS
གི་	གི་	PART
མཐུ་	མཐུ་	NOUN
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
།		PUNCT
རྒྱལ་བསྟན་	རྒྱལ་བསྟན་	OTHER
སྤྱི་	སྤྱི་	DET
དང་	དང་	NO_POS
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
འཇམ་	འཇམ་	VERB
མགོནི་		NON_WORD
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
བཞེད་སྲོལ་	བཞེད་སྲོལ་	OTHER
ཚང་	ཚང་	VERB
ལ་མ་	ལ་མ་	NO_POS
ནོར་བ་	ནོར་བ་	VERB
འདི་ཉིད་	འདི་ཉིད་	OTHER
དང་	དང་	NO_POS
།		PUNCT
གླེང་	གླེང་	NO_POS
བསྒོ་	བསྒོ་	NO_POS
། །		PUNCT
སྣུཁྱད་པ་	སྣུཁྱད་པ་	NON_WORD
ར་	ལ་	PART
གྲྭ་	གྲྭ་	NOUN
ཚང་	ཚང་	VERB
འདི་	འདི་	DET
འི་	གི་	PART
བཤད་སྒྲུབ་	བཤད་སྒྲུབ་	NOUN
འཆད་ཉན་	འཆད་ཉན་	NOUN
སོགས་	སོགས་	DET
མི་	མི་	PART
ཉམས་	ཉམས་	NOUN
ཡུན་	ཡུན་	NOUN
དུ་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
།		PUNCT
བསྟན་པ་	བསྟན་པ་	VERB
དེ་	དེ་	DET
འཛིན་	འཛིན་	VERB
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
གཙུག་	གཙུག་	NOUN
རྒྱན་	རྒྱན་	NOUN
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
མཚེངས་		NON_WORD
ཀྱི་	གི་	PART
མགོནི་		NON_WORD
སྐྱབས་	སྐྱབས་	NOUN
དཔུང་	དཔུང་	NOUN
གཉེར་	གཉེར་	VERB
མཚུངས་ཟླ་	མཚུངས་ཟླ་	OTHER
མ་	མ་	PART
མཆིས་པ་	མཆིས་པ་	VERB
		
བོང་	བོང་	NOUN
ས་	ས་	ADP
སྐྱབས་	སྐྱབས་	NOUN
མགོནེ་		NON_WORD
ཆེན་པོ་	ཆེན་པོ་	ADJ
མཿ་		NON_WORD
ཐོག་	ཐོག་	NOUN
གི་	གི་	PART
དབུ་	དབུ་	NOUN
རི་	རི་	NOUN
སུ་	སུ་	ADP
མ་	མ་	PART
ཆད་པ་	ཆད་པ་	VERB
འི་	གི་	PART
བསྟན་འཛིན་	བསྟན་འཛིན་	NOUN
གྱི་	གི་	PART
སྐྱེས་ཆེན་	སྐྱེས་ཆེན་	OTHER
དམ་པ་	དམ་པ་	VERB
རྣམས་	རྣམས་	DET
སྐུ་ཚེ་	སྐུ་ཚེ་	NOUN
བརྟན་	བརྟན་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
མཛད་	མཛད་	VERB
བཟང་	བཟང་	VERB
བསྟན་འགྲོ་	བསྟན་འགྲོ་	OTHER
འི་	གི་	PART
གསོས་	གསོས་	VERB
སྨན་	སྨན་	NOUN
དམ་པ་	དམ་པ་	VERB
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
།		PUNCT
སྐྱབས་	སྐྱབས་	NOUN
བཟང་	བཟང་	VERB
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
མཐུ་	མཐུ་	NOUN
ས་	གིས་	PART
།		PUNCT
དཔེ་མཛོད་	དཔེ་མཛོད་	OTHER
འདི་	འདི་	DET
འི་	གི་	PART
འབྲེལ་	འབྲེལ་	VERB
ཡོད་	ཡོད་	VERB
དད་	དད་	VERB
སྦྱིན་	སྦྱིན་	VERB
རྣམས་	རྣམས་	DET
སྐུ་	སྐུ་	NOUN
མཛད་	མཛད་	VERB
ཡ་	ཡ་	OTHER
ཟླ་	ཟླ་	NOUN
འི་	གི་	PART
འཕེལ་བ་	འཕེལ་བ་	VERB
ར་	ལ་	PART
འགྲན་	འགྲན་	NO_POS
ཅིང་	ཅིང་	PART
།		PUNCT
ཐུགས་	ཐུགས་	NOUN
ཀྱི་	གི་	PART
བཞེད་དོན་	བཞེད་དོན་	OTHER
མཐའ་དག་	མཐའ་དག་	DET
གེགས་	གེགས་	NOUN
མེད་	མེད་	VERB
ལྷུན་	ལྷུན་	NOUN
གྱིས་	གིས་	PART
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
ར་	ལ་	PART
གྱུར་ཅིག་	གྱུར་ཅིག་	NO_POS
།		PUNCT
སེ་	སེ་	NO_POS
ར་	ལ་	PART
སྨད་	སྨད་	NOUN
དཔེ་མཛོད་	དཔེ་མཛོད་	OTHER
ཁང་	ཁང་	NOUN
ན་	ནས་	PART
།		PUNCT
		
ཆུ་	ཆུ་	NOUN
།		PUNCT
ཟླ་བ་	ཟླ་བ་	NOUN
ཅཚེས་		NON_WORD
ཤ་	ཤ་	VERB
དགེ་བ་	དགེ་བ་	VERB
ལ་	ལ་	ADP
། །		PUNCT
ཁུརྐོསྐོ་		NON_WORD
། །		PUNCT
རྟགས་རིགས་	རྟགས་རིགས་	OTHER
ཀྱི་	གི་	PART
རྣམ་གཞག་	རྣམ་གཞག་	NOUN
རྒྱས་པ་	རྒྱས་པ་	VERB
རིགས་ལམ་	རིགས་ལམ་	OTHER
བློ་གྲོས་	བློ་གྲོས་	NOUN
མིག་	མིག་	NOUN
འབྱེད་	འབྱེད་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
		
། །་		PUNCT
		
བླ་མ་	བླ་མ་	NOUN
རྫེ་	རྫེ་	NO_POS
བཙུན་	བཙུན་	VERB
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
དབྱངས་	དབྱངས་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་མ་	འཚལ་མ་	NOUN
༼། །		PUNCT
རྟགས་	རྟགས་	NOUN
སྦྱོང་	སྦྱོང་	VERB
གྱི་	གི་	PART
རྣམ་གཞག་	རྣམ་གཞག་	NOUN
བཤད་པ་	བཤད་པ་	VERB
ལ་	ལ་	ADP
གཉིས་	གཉིས་	NUM
།		PUNCT
རྟགས་སྦྱོར་	རྟགས་སྦྱོར་	NO_POS
གྱི་	གི་	PART
རྣམ་གཞག་	རྣམ་གཞག་	NOUN
སྤྱི་		
བསྟན་པ་	བསྟན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཚུལ་	ཚུལ་	NOUN
གསུམ་	གསུམ་	NUM
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
ཏུ་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
འོ་	གོ་	PART
།་ ་།་		PUNCT
དང་པོ་	དང་པོ་	ADJ
ལ་	ལ་	ADP
།		PUNCT
ཁ་ཅིག་	ཁ་ཅིག་	PRON
རྟགས་	རྟགས་	NOUN
སུ་	སུ་	ADP
བཀོདི་པ་	བཀོདི་པ་	NON_WORD
།		PUNCT
རྟགས་	རྟགས་	NOUN
ཡང་དག་	ཡང་དག་	ADJ
གི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
ཟེ་	ཟེ་	VERB
ན་	ན་	ADP
།		PUNCT
རྟག་པ་	རྟག་པ་	VERB
ཁེ་	ཁེ་	NOUN
ན་	ན་	ADP
ཆེསྣས་		NON_WORD
ཅན་	ཅན་	PART
།		PUNCT
རྟགས་	རྟགས་	NOUN
ཡང་དག་	ཡང་དག་	ADJ
ཡིན་པ་	ཡིན་པ་	AUX
ར་	ལ་	PART
